deviceID,aX,aY,aZ,gX,gY,gZ
SPU2,-0.84,-4.11,-1.24,-0.89,0.63,-0.06
SPU2,-0.84,-4.11,-1.24,-0.37,-0.35,-0.05
SPU2,1.39,-8.82,-2.20,-0.37,-0.35,-0.05
SPU2,1.39,-8.82,-2.20,-0.65,-0.62,-0.31
SPU2,-0.45,-9.20,-3.35,-0.65,-0.62,-0.31
SPU2,-1.49,-8.86,-2.77,-0.65,-0.62,-0.31
SPU2,-0.45,-9.20,-2.46,-0.65,-0.62,-0.31
SPU2,-1.33,-8.82,-0.74,-0.65,-0.62,-0.31
SPU2,-1.18,-9.39,1.18,-0.65,-0.62,-0.31
SPU2,3.15,-14.80,-0.86,-0.65,-0.62,-0.31
SPU2,0.47,-9.51,-9.09,-0.65,-0.62,-0.31
SPU2,4.49,-10.93,-4.42,-0.65,-0.62,-0.31
SPU2,-1.03,-6.02,-5.61,-0.65,-0.62,-0.31
SPU2,-1.03,-6.02,-5.61,2.92,-0.15,1.38
SPU2,3.15,-7.71,-4.99,2.92,-0.15,1.38
SPU2,3.15,-7.71,-4.99,3.68,-4.19,0.08
SPU2,3.15,-7.71,-4.99,4.01,-4.68,-1.52
SPU2,1.54,-1.24,-6.07,4.01,-4.68,-1.52
SPU2,1.54,-1.24,-6.07,-0.20,-2.49,-1.21
SPU2,1.54,-1.24,-6.07,-0.95,-3.96,-0.25
SPU2,-0.88,-21.62,-7.02,-0.95,-3.96,-0.25
SPU2,7.40,-19.24,-6.30,-0.95,-3.96,-0.25
SPU2,0.08,-7.25,-2.27,-0.95,-3.96,-0.25
SPU2,-1.30,-12.35,-3.04,-0.95,-3.96,-0.25
SPU2,1.88,-10.32,-2.39,-0.95,-3.96,-0.25
SPU2,-0.95,-9.43,-3.27,-0.95,-3.96,-0.25
SPU2,-2.64,-10.62,-2.20,-0.95,-3.96,-0.25
SPU2,0.16,-10.51,-0.47,-0.95,-3.96,-0.25
SPU2,0.16,-10.51,-0.47,0.07,-0.84,-0.29
SPU2,0.66,-8.67,-0.39,0.07,-0.84,-0.29
SPU2,0.66,-8.67,-0.39,-0.21,-0.57,-0.68
SPU2,0.66,-8.67,-0.39,0.03,-0.32,-0.65
SPU2,0.28,-8.94,-3.00,0.03,-0.32,-0.65
SPU2,0.28,-8.94,-3.00,0.01,0.13,-0.87
SPU2,0.28,-8.94,-3.00,-0.24,-2.03,-1.77
SPU2,0.28,-8.94,-3.00,-0.45,0.06,-1.41
SPU2,-0.07,-12.54,-2.35,-0.45,0.06,-1.41
SPU2,-9.88,-9.74,-6.11,-0.45,0.06,-1.41
SPU2,-6.81,-6.91,-9.40,-0.45,0.06,-1.41
SPU2,13.22,-8.82,-7.37,-0.45,0.06,-1.41
SPU2,-1.11,-8.05,-6.45,-0.45,0.06,-1.41
SPU2,-2.56,-7.48,-8.10,-0.45,0.06,-1.41
SPU2,2.27,-7.82,-8.40,-0.45,0.06,-1.41
SPU2,2.15,-8.86,-8.06,-0.45,0.06,-1.41
SPU2,4.14,-8.13,-6.22,-0.45,0.06,-1.41
SPU2,4.14,-8.13,-6.22,2.45,0.01,1.44
SPU2,-0.26,-5.49,-3.92,2.45,0.01,1.44
SPU2,-3.52,-4.07,-3.27,2.45,0.01,1.44
SPU2,-3.52,-4.07,-3.27,-1.23,-3.73,-1.66
SPU2,11.69,0.03,-5.76,-1.23,-3.73,-1.66
SPU2,11.69,0.03,-5.76,0.19,0.78,0.69
SPU2,11.69,0.03,-5.76,-0.58,-1.82,-0.49
SPU2,11.69,0.03,-5.76,-0.50,0.50,0.14
SPU2,2.27,-8.67,-1.85,-0.50,0.50,0.14
SPU2,0.47,-9.17,-3.23,-0.50,0.50,0.14
SPU2,-0.07,-9.51,-2.23,-0.50,0.50,0.14
SPU2,-0.11,-9.20,-2.46,-0.50,0.50,0.14
SPU2,-0.30,-8.55,-2.89,-0.50,0.50,0.14
SPU2,0.20,-9.09,-2.54,-0.50,0.50,0.14
SPU2,1.50,-9.28,-0.93,-0.50,0.50,0.14
SPU2,1.50,-9.28,-0.93,-2.76,1.37,-1.66
SPU2,3.00,-15.49,-5.03,-2.76,1.37,-1.66
SPU2,-7.46,-6.41,-11.47,-2.76,1.37,-1.66
SPU2,6.52,-4.34,-7.10,-2.76,1.37,-1.66
SPU2,2.92,-4.42,-8.10,-2.76,1.37,-1.66
SPU2,2.92,-4.42,-8.10,3.16,-1.64,1.22
SPU2,3.00,-6.64,-7.75,3.16,-1.64,1.22
SPU2,3.00,-6.64,-7.75,3.63,-3.59,1.11
SPU2,3.00,-6.64,-7.75,3.86,-4.18,0.70
SPU2,3.00,-6.64,-7.75,3.52,-2.32,1.64
SPU2,-8.11,-2.12,1.25,3.52,-2.32,1.64
SPU2,11.16,-26.06,1.02,3.52,-2.32,1.64
SPU2,8.93,-1.93,-4.99,3.52,-2.32,1.64
SPU2,7.52,-13.88,-3.12,3.52,-2.32,1.64
SPU2,-2.41,-10.89,0.75,3.52,-2.32,1.64
SPU2,-0.37,-8.25,0.37,3.52,-2.32,1.64
SPU2,-1.95,-9.13,-1.55,3.52,-2.32,1.64
SPU2,0.47,-9.43,-2.16,3.52,-2.32,1.64
SPU2,-0.37,-9.28,-1.85,3.52,-2.32,1.64
SPU2,-1.14,-9.36,-2.27,3.52,-2.32,1.64
SPU2,-1.14,-9.36,-2.27,-0.75,0.27,-0.27
SPU2,-2.87,-8.52,-2.12,-0.75,0.27,-0.27
SPU2,-2.87,-8.52,-2.12,-1.50,0.18,-0.57
SPU2,-2.87,-8.52,-2.12,-1.66,0.62,-0.92
SPU2,-2.87,-8.52,-2.12,-2.88,1.91,-0.99
SPU2,-2.87,-8.52,-2.12,-1.84,4.40,-0.42
SPU2,-2.87,-8.52,-2.12,-1.23,-1.16,-0.71
SPU2,10.77,-11.00,-6.37,-1.23,-1.16,-0.71
SPU2,0.35,-4.53,-5.07,-1.23,-1.16,-0.71
SPU2,3.76,-7.86,-6.30,-1.23,-1.16,-0.71
SPU2,10.50,-10.28,-7.14,-1.23,-1.16,-0.71
SPU2,-0.30,-9.09,-4.92,-1.23,-1.16,-0.71
SPU2,9.20,-5.64,-5.68,-1.23,-1.16,-0.71
SPU2,3.23,-4.00,-4.00,-1.23,-1.16,-0.71
SPU2,-2.71,-5.26,-3.19,-1.23,-1.16,-0.71
SPU2,-2.71,-5.26,-3.19,2.33,-3.83,0.39
SPU2,0.39,-1.43,-6.91,2.33,-3.83,0.39
SPU2,0.39,-1.43,-6.91,-0.58,1.89,0.34
SPU2,0.39,-1.43,-6.91,-0.50,-1.22,-0.54
SPU2,0.39,-1.43,-6.91,-0.33,1.66,0.15
SPU2,0.39,-1.43,-6.91,-0.67,-0.01,-0.50
SPU2,0.39,-1.43,-6.91,-0.42,1.38,-0.15
SPU2,-2.25,-9.39,-1.28,-0.42,1.38,-0.15
SPU2,2.77,-9.70,-4.80,-0.42,1.38,-0.15
SPU2,0.70,-8.86,-3.84,-0.42,1.38,-0.15
SPU2,0.81,-9.89,-2.08,-0.42,1.38,-0.15
SPU2,-0.03,-9.66,-2.58,-0.42,1.38,-0.15
SPU2,1.20,-8.98,-4.84,-0.42,1.38,-0.15
SPU2,0.93,-8.09,-6.60,-0.42,1.38,-0.15
SPU2,0.73,-6.41,-8.90,-0.42,1.38,-0.15
SPU2,0.73,-6.41,-8.90,-1.03,6.92,3.49
SPU2,-2.68,-6.91,-9.09,-1.03,6.92,3.49
SPU2,-2.68,-6.91,-9.09,-0.89,3.17,1.49
SPU2,-2.68,-6.91,-9.09,-0.44,2.59,1.03
SPU2,-2.68,-6.91,-9.09,-0.08,0.71,0.55
SPU2,-2.68,-6.91,-9.09,0.55,1.13,0.96
SPU2,-2.68,-6.91,-9.09,0.83,3.27,1.82
SPU2,-4.02,-8.36,-0.97,0.83,3.27,1.82
SPU2,-3.48,-5.03,-3.12,0.83,3.27,1.82
SPU2,8.55,-8.67,-3.96,0.83,3.27,1.82
SPU2,1.85,-5.76,-2.04,0.83,3.27,1.82
SPU2,-1.87,-5.87,-3.31,0.83,3.27,1.82
SPU2,0.54,-7.90,-2.89,0.83,3.27,1.82
SPU2,-0.37,-9.24,-2.89,0.83,3.27,1.82
SPU2,-0.91,-9.20,-4.34,0.83,3.27,1.82
SPU2,-0.91,-9.20,-4.34,-0.39,0.20,-0.25
SPU2,0.24,-8.86,-3.50,-0.39,0.20,-0.25
SPU2,0.24,-8.86,-3.50,-0.53,0.21,-0.40
SPU2,0.24,-8.86,-3.50,-0.72,0.52,-0.49
SPU2,0.24,-8.86,-3.50,-1.18,0.51,-0.84
SPU2,0.24,-8.86,-3.50,-1.71,0.91,-1.07
SPU2,0.24,-8.86,-3.50,-2.39,2.68,-0.85
SPU2,0.24,-8.86,-3.50,-0.79,-0.18,-0.90
SPU2,11.35,-10.24,-5.07,-0.79,-0.18,-0.90
SPU2,3.68,-3.00,-7.56,-0.79,-0.18,-0.90
SPU2,-2.06,-7.37,-6.87,-0.79,-0.18,-0.90
SPU2,4.22,-8.79,-7.14,-0.79,-0.18,-0.90
SPU2,6.52,-9.20,-7.52,-0.79,-0.18,-0.90
SPU2,1.69,-10.55,-7.21,-0.79,-0.18,-0.90
SPU2,7.79,-5.11,-4.27,-0.79,-0.18,-0.90
SPU2,-0.49,-0.24,-2.77,-0.79,-0.18,-0.90
SPU2,-0.95,-4.64,-6.30,-0.79,-0.18,-0.90
SPU2,-0.95,-4.64,-6.30,-0.86,-2.76,-0.20
SPU2,7.05,-8.75,-10.24,-0.86,-2.76,-0.20
SPU2,7.05,-8.75,-10.24,-1.39,-0.89,-0.54
SPU2,7.05,-8.75,-10.24,-0.48,0.50,0.19
SPU2,-8.69,-8.17,0.52,-0.48,0.50,0.19
SPU2,-8.69,-8.17,0.52,-0.97,0.28,-0.20
SPU2,-8.69,-8.17,0.52,-0.70,0.27,-0.23
SPU2,1.31,-9.13,-2.00,-0.70,0.27,-0.23
SPU2,-0.22,-8.82,-2.77,-0.70,0.27,-0.23
SPU2,0.35,-8.86,-3.65,-0.70,0.27,-0.23
SPU2,2.07,-8.79,-3.61,-0.70,0.27,-0.23
SPU2,-0.26,-8.90,-0.59,-0.70,0.27,-0.23
SPU2,3.57,-17.17,0.95,-0.70,0.27,-0.23
SPU2,4.99,-14.11,-1.59,-0.70,0.27,-0.23
SPU2,-7.39,-4.57,-11.39,-0.70,0.27,-0.23
SPU2,-7.39,-4.57,-11.39,1.50,0.22,0.02
SPU2,8.01,-3.61,-8.36,1.50,0.22,0.02
SPU2,8.01,-3.61,-8.36,3.56,-3.91,0.45
SPU2,8.01,-3.61,-8.36,3.80,-6.23,-1.04
SPU2,3.30,-7.02,-8.29,3.80,-6.23,-1.04
SPU2,3.30,-7.02,-8.29,3.49,-7.93,-1.66
SPU2,3.30,-7.02,-8.29,1.87,-6.68,-1.03
SPU2,3.76,-5.72,-4.61,1.87,-6.68,-1.03
SPU2,-1.30,-7.06,-6.22,1.87,-6.68,-1.03
SPU2,-2.87,-2.88,-3.88,1.87,-6.68,-1.03
SPU2,2.73,-8.40,-6.14,1.87,-6.68,-1.03
SPU2,2.38,-6.48,-3.92,1.87,-6.68,-1.03
SPU2,2.84,-8.90,-2.50,1.87,-6.68,-1.03
SPU2,-0.61,-8.75,-2.08,1.87,-6.68,-1.03
deviceID,aX,aY,aZ,gX,gY,gZ
SPU4,1.82,9.49,-0.93,0.13,-0.05,0.08
SPU4,2.25,9.46,-1.23,0.13,-0.05,0.08
SPU4,2.25,9.46,-1.23,-0.11,-0.07,0.04
SPU4,2.17,9.57,-1.16,-0.11,-0.07,0.04
SPU4,2.17,9.57,-1.16,-0.21,0.25,0.05
SPU4,2.17,9.57,-1.16,-0.12,-0.04,0.01
SPU4,2.17,9.57,-1.16,-0.12,0.54,-0.08
SPU4,2.17,9.57,-1.16,-0.14,0.72,-0.15
SPU4,2.17,9.57,-1.16,-0.15,-0.12,-0.08
SPU4,-0.44,10.22,-1.20,-0.15,-0.12,-0.08
SPU4,2.05,10.22,-1.73,-0.15,-0.12,-0.08
SPU4,1.13,9.57,-0.27,-0.15,-0.12,-0.08
SPU4,0.41,9.91,-0.54,-0.15,-0.12,-0.08
SPU4,-0.32,9.38,0.15,-0.15,-0.12,-0.08
SPU4,-0.55,10.87,-1.61,-0.15,-0.12,-0.08
SPU4,-8.86,10.45,-0.93,-0.15,-0.12,-0.08
SPU4,-8.86,10.45,-0.93,-0.49,-6.57,0.79
SPU4,11.32,7.20,-6.94,-0.49,-6.57,0.79
SPU4,0.25,7.73,0.18,-0.49,-6.57,0.79
SPU4,0.25,7.73,0.18,-0.86,-3.11,-1.06
SPU4,5.62,9.27,-0.27,-0.86,-3.11,-1.06
SPU4,5.62,9.27,-0.27,-0.25,-0.32,-0.98
SPU4,5.62,9.27,-0.27,0.06,-0.11,-0.54
SPU4,5.62,9.27,-0.27,0.27,-1.31,0.57
SPU4,5.62,9.27,-0.27,2.77,-0.54,-0.60
SPU4,3.47,-7.52,-1.04,2.77,-0.54,-0.60
SPU4,9.60,17.65,-2.92,2.77,-0.54,-0.60
SPU4,2.74,13.17,-2.65,2.77,-0.54,-0.60
SPU4,5.46,9.76,-1.08,2.77,-0.54,-0.60
SPU4,2.32,12.02,-2.11,2.77,-0.54,-0.60
SPU4,3.78,9.80,-1.08,2.77,-0.54,-0.60
SPU4,4.20,9.46,-1.20,2.77,-0.54,-0.60
SPU4,4.16,9.61,-1.27,2.77,-0.54,-0.60
SPU4,4.16,9.61,-1.27,0.41,0.93,1.23
SPU4,1.09,11.18,2.33,0.41,0.93,1.23
SPU4,1.09,11.18,2.33,-1.48,-1.67,1.95
SPU4,1.09,11.18,2.33,-0.27,-5.05,1.91
SPU4,11.36,10.91,-8.05,-0.27,-5.05,1.91
SPU4,11.36,10.91,-8.05,-2.23,0.08,-0.92
SPU4,11.36,10.91,-8.05,-3.06,-2.50,-1.67
SPU4,11.36,10.91,-8.05,-2.79,-5.12,-2.04
SPU4,12.51,7.92,-4.57,-2.79,-5.12,-2.04
SPU4,8.45,5.32,-2.00,-2.79,-5.12,-2.04
SPU4,4.89,6.81,-5.29,-2.79,-5.12,-2.04
SPU4,-2.96,7.04,-0.08,-2.79,-5.12,-2.04
SPU4,12.70,4.55,0.41,-2.79,-5.12,-2.04
SPU4,9.52,-1.77,-0.89,-2.79,-5.12,-2.04
SPU4,2.55,17.16,-2.84,-2.79,-5.12,-2.04
SPU4,2.40,4.05,-0.35,-2.79,-5.12,-2.04
SPU4,0.87,9.95,-0.23,-2.79,-5.12,-2.04
SPU4,0.87,9.95,-0.23,0.21,0.61,0.57
SPU4,2.59,9.19,-1.58,0.21,0.61,0.57
SPU4,2.59,9.19,-1.58,0.12,-0.27,0.62
SPU4,2.59,9.19,-1.58,0.28,0.08,0.83
SPU4,2.59,9.19,-1.58,0.28,0.08,1.17
SPU4,2.59,9.19,-1.58,0.87,0.22,1.83
SPU4,2.59,9.19,-1.58,0.70,-0.19,2.57
SPU4,9.18,8.65,-7.97,0.70,-0.19,2.57
SPU4,9.25,7.20,-3.64,0.70,-0.19,2.57
SPU4,5.96,2.33,-3.03,0.70,-0.19,2.57
SPU4,7.80,4.71,-2.38,0.70,-0.19,2.57
SPU4,7.19,6.24,-0.96,0.70,-0.19,2.57
SPU4,2.89,7.35,-0.12,0.70,-0.19,2.57
SPU4,7.99,11.41,-2.57,0.70,-0.19,2.57
SPU4,-1.32,3.06,-1.04,0.70,-0.19,2.57
SPU4,-5.53,9.99,-1.54,0.70,-0.19,2.57
SPU4,-2.54,20.76,-1.84,0.70,-0.19,2.57
SPU4,-2.54,20.76,-1.84,1.96,-0.98,0.97
SPU4,2.44,17.31,-2.77,1.96,-0.98,0.97
SPU4,2.44,17.31,-2.77,0.77,-0.67,0.65
SPU4,2.97,10.95,-1.27,0.77,-0.67,0.65
SPU4,2.97,10.95,-1.27,0.12,-0.62,0.82
SPU4,2.97,10.95,-1.27,0.39,0.40,0.80
SPU4,2.97,10.95,-1.27,0.16,-0.40,0.94
SPU4,5.16,9.23,-1.54,0.16,-0.40,0.94
SPU4,3.28,7.89,-2.46,0.16,-0.40,0.94
SPU4,6.61,8.30,-2.15,0.16,-0.40,0.94
SPU4,4.62,11.56,-1.08,0.16,-0.40,0.94
SPU4,12.93,-0.12,-5.06,0.16,-0.40,0.94
SPU4,15.23,0.07,-5.18,0.16,-0.40,0.94
SPU4,-0.09,5.28,-2.34,0.16,-0.40,0.94
SPU4,-0.09,5.28,-2.34,0.99,3.73,-1.89
SPU4,6.15,7.04,-0.89,0.99,3.73,-1.89
SPU4,3.24,11.37,-1.65,0.99,3.73,-1.89
SPU4,-0.21,9.27,0.11,0.99,3.73,-1.89
SPU4,1.52,11.26,2.14,0.99,3.73,-1.89
SPU4,1.52,11.26,2.14,0.07,2.83,-0.34
SPU4,3.28,9.11,-0.35,0.07,2.83,-0.34
SPU4,3.28,9.11,-0.35,1.06,4.65,-0.29
SPU4,3.28,9.11,-0.35,0.81,4.31,-0.03
SPU4,3.28,9.11,-0.35,1.08,2.94,0.33
SPU4,-13.04,22.55,-0.50,1.08,2.94,0.33
SPU4,15.16,-4.03,-0.27,1.08,2.94,0.33
SPU4,12.97,16.96,-6.40,1.08,2.94,0.33
SPU4,-2.05,7.62,-0.27,1.08,2.94,0.33
SPU4,5.12,8.19,-2.07,1.08,2.94,0.33
SPU4,-1.43,9.95,-1.92,1.08,2.94,0.33
SPU4,6.84,8.73,-2.84,1.08,2.94,0.33
SPU4,2.17,9.46,-2.38,1.08,2.94,0.33
SPU4,3.93,8.88,-2.23,1.08,2.94,0.33
SPU4,3.93,8.88,-2.23,0.47,1.15,0.13
SPU4,2.93,8.84,-2.30,0.47,1.15,0.13
SPU4,2.93,8.84,-2.30,0.52,0.91,0.17
SPU4,2.93,8.84,-2.30,0.51,0.99,0.31
SPU4,2.63,9.04,-2.15,0.51,0.99,0.31
SPU4,2.63,9.04,-2.15,0.52,0.23,0.74
SPU4,2.63,9.04,-2.15,1.29,1.03,1.12
SPU4,2.63,9.04,-2.15,0.92,0.87,1.63
SPU4,11.48,4.36,-6.52,0.92,0.87,1.63
SPU4,9.91,7.73,-3.64,0.92,0.87,1.63
SPU4,8.41,2.68,-1.77,0.92,0.87,1.63
SPU4,-1.86,6.39,1.95,0.92,0.87,1.63
SPU4,12.32,8.61,-2.69,0.92,0.87,1.63
SPU4,6.30,6.70,-2.15,0.92,0.87,1.63
SPU4,5.00,11.68,-2.46,0.92,0.87,1.63
SPU4,5.08,7.62,0.49,0.92,0.87,1.63
SPU4,-8.06,11.71,0.26,0.92,0.87,1.63
SPU4,-8.06,11.71,0.26,3.04,0.07,0.66
SPU4,-10.47,22.94,-5.14,3.04,0.07,0.66
SPU4,-10.47,22.94,-5.14,1.81,3.07,0.58
SPU4,-10.47,22.94,-5.14,0.53,-0.49,0.39
SPU4,-10.47,22.94,-5.14,0.43,-0.96,0.33
SPU4,-10.47,22.94,-5.14,0.79,2.12,0.29
SPU4,5.88,8.19,-2.11,0.79,2.12,0.29
SPU4,2.51,8.80,-2.04,0.79,2.12,0.29
SPU4,2.67,8.69,-2.07,0.79,2.12,0.29
SPU4,3.12,9.11,-1.92,0.79,2.12,0.29
SPU4,3.16,9.27,-1.73,0.79,2.12,0.29
SPU4,1.21,10.18,-0.46,0.79,2.12,0.29
SPU4,1.21,10.18,-0.46,1.16,0.75,1.71
SPU4,0.37,16.01,2.52,1.16,0.75,1.71
SPU4,10.98,3.94,-5.37,1.16,0.75,1.71
SPU4,10.44,8.57,-4.18,1.16,0.75,1.71
SPU4,7.99,2.83,-3.18,1.16,0.75,1.71
SPU4,7.99,2.83,-3.18,-0.28,-0.29,-2.80
SPU4,5.85,9.34,-1.73,-0.28,-0.29,-2.80
SPU4,5.85,9.34,-1.73,-1.66,-0.41,-3.28
SPU4,5.85,9.34,-1.73,-1.88,-1.36,-2.78
SPU4,5.85,9.34,-1.73,-0.97,0.20,-1.39
SPU4,-0.48,8.15,-3.26,-0.97,0.20,-1.39
SPU4,-7.95,28.04,4.44,-0.97,0.20,-1.39
SPU4,6.34,0.45,-1.04,-0.97,0.20,-1.39
SPU4,7.00,18.27,-7.13,-0.97,0.20,-1.39
SPU4,-4.92,7.08,-0.08,-0.97,0.20,-1.39
SPU4,9.87,11.29,-5.33,-0.97,0.20,-1.39
SPU4,-3.35,9.99,-0.20,-0.97,0.20,-1.39
SPU4,-3.35,9.99,-0.20,0.39,0.44,0.62
SPU4,1.17,9.53,-1.61,0.39,0.44,0.62
SPU4,1.17,9.53,-1.61,0.30,-0.09,0.56
SPU4,4.54,9.04,-2.04,0.30,-0.09,0.56
SPU4,3.89,8.96,-2.27,0.30,-0.09,0.56
SPU4,3.89,8.96,-2.27,0.26,0.13,0.86
SPU4,2.32,9.80,-0.73,0.26,0.13,0.86
SPU4,2.32,9.80,-0.73,0.75,0.56,1.76
SPU4,2.32,9.80,-0.73,0.64,0.68,2.43
SPU4,-3.62,9.53,-5.68,0.64,0.68,2.43
SPU4,11.63,7.54,-5.25,0.64,0.68,2.43
SPU4,7.26,1.83,-5.25,0.64,0.68,2.43
SPU4,2.97,5.39,-3.84,0.64,0.68,2.43
SPU4,6.88,8.92,-3.76,0.64,0.68,2.43
SPU4,-1.09,7.85,-1.50,0.64,0.68,2.43
SPU4,4.01,10.14,-6.82,0.64,0.68,2.43
SPU4,7.11,5.05,-7.02,0.64,0.68,2.43
SPU4,7.11,5.05,-7.02,1.36,1.65,0.33
SPU4,-2.50,9.68,-2.61,1.36,1.65,0.33
SPU4,-2.50,9.68,-2.61,-1.41,-3.05,0.14
SPU4,13.66,-0.01,0.64,-1.41,-3.05,0.14
SPU4,13.66,-0.01,0.64,-0.84,-2.48,0.30
SPU4,13.66,-0.01,0.64,0.56,-0.16,-0.08
SPU4,-0.93,10.57,-0.77,0.56,-0.16,-0.08
SPU4,-0.93,10.57,-0.77,-0.06,-0.67,-0.03
SPU4,-0.09,10.18,-1.61,-0.06,-0.67,-0.03
SPU4,2.17,9.61,-1.12,-0.06,-0.67,-0.03
SPU4,1.25,10.26,-1.12,-0.06,-0.67,-0.03
SPU4,2.25,9.11,-1.31,-0.06,-0.67,-0.03
SPU4,0.02,9.91,-2.61,-0.06,-0.67,-0.03
SPU4,7.07,7.85,-1.27,-0.06,-0.67,-0.03
SPU4,7.07,7.85,-1.27,-0.38,-2.39,1.08
SPU4,-3.16,10.64,-3.38,-0.38,-2.39,1.08
SPU4,7.04,10.80,-4.34,-0.38,-2.39,1.08
SPU4,7.04,10.80,-4.34,-0.77,-0.82,-0.13
SPU4,2.40,10.45,-0.04,-0.77,-0.82,-0.13
SPU4,2.40,10.45,-0.04,-0.53,-0.54,-1.03
SPU4,6.27,9.04,-1.27,-0.53,-0.54,-1.03
SPU4,6.27,9.04,-1.27,-0.48,0.81,-1.28
SPU4,6.27,9.04,-1.27,-0.48,0.39,-0.97
SPU4,6.27,9.04,-1.27,0.52,1.11,-0.38
SPU4,-2.96,16.85,1.37,0.52,1.11,-0.38
SPU4,11.13,3.63,-2.54,0.52,1.11,-0.38
SPU4,10.37,13.82,-3.26,0.52,1.11,-0.38
SPU4,0.94,10.57,-2.11,0.52,1.11,-0.38
SPU4,2.51,8.92,-1.54,0.52,1.11,-0.38
SPU4,2.78,10.34,-2.00,0.52,1.11,-0.38
SPU4,3.12,9.65,-1.69,0.52,1.11,-0.38
SPU4,3.12,9.65,-1.69,0.37,0.23,0.44
SPU4,4.93,8.69,-2.38,0.37,0.23,0.44
SPU4,4.93,8.69,-2.38,0.30,0.34,0.39
SPU4,4.93,8.69,-2.38,0.57,0.61,0.53
SPU4,-0.25,10.45,-0.73,0.57,0.61,0.53
SPU4,-0.25,10.45,-0.73,1.07,0.80,1.46
SPU4,-0.25,10.45,-0.73,1.29,1.77,2.03
SPU4,-0.25,10.45,-0.73,0.60,1.29,0.97
SPU4,13.66,3.06,-7.48,0.60,1.29,0.97
SPU4,16.50,5.32,-3.49,0.60,1.29,0.97
SPU4,6.84,-1.12,-2.61,0.60,1.29,0.97
SPU4,-1.51,5.32,0.61,0.60,1.29,0.97
SPU4,14.77,11.03,-4.07,0.60,1.29,0.97
SPU4,2.70,4.44,-0.23,0.60,1.29,0.97
SPU4,11.09,11.14,-2.50,0.60,1.29,0.97
SPU4,-4.54,2.87,-1.54,0.60,1.29,0.97
SPU4,6.73,5.62,0.38,0.60,1.29,0.97
SPU4,6.73,5.62,0.38,1.66,-2.05,-1.42
SPU4,9.02,0.76,-10.31,1.66,-2.05,-1.42
SPU4,9.02,0.76,-10.31,0.10,2.15,0.77
SPU4,9.02,0.76,-10.31,0.41,-0.90,0.86
SPU4,9.02,0.76,-10.31,0.29,1.73,0.72
SPU4,9.02,0.76,-10.31,0.35,0.31,0.75
SPU4,4.62,9.00,-2.38,0.35,0.31,0.75
SPU4,1.79,10.26,-1.92,0.35,0.31,0.75
SPU4,4.20,8.92,-1.88,0.35,0.31,0.75
SPU4,2.51,9.99,-2.42,0.35,0.31,0.75
SPU4,2.21,8.61,-2.27,0.35,0.31,0.75
SPU4,2.51,7.04,-1.77,0.35,0.31,0.75
SPU4,-0.89,8.30,-2.46,0.85,4.13,-1.16
SPU4,-1.20,9.04,-1.27,0.85,4.13,-1.16
SPU4,-9.48,14.05,1.18,0.85,4.13,-1.16
SPU4,17.07,-0.50,-2.46,0.85,4.13,-1.16
SPU4,7.68,10.80,-2.96,0.85,4.13,-1.16
SPU4,-1.78,8.00,-1.73,0.85,4.13,-1.16
SPU4,-1.78,8.00,-1.73,0.36,1.01,0.15
SPU4,2.05,9.00,-1.42,0.36,1.01,0.15
