deviceID,aX,aY,aZ,gX,gY,gZ
SPU3,0.0,9.16,-3.18,0.01,0.05,-0.02
SPU3,-0.73,9.23,-3.14,0.01,0.05,-0.02
SPU3,-0.15,9.23,-3.18,0.01,0.05,-0.02
SPU3,-0.54,9.27,-3.1,0.01,0.05,-0.02
SPU3,-0.27,9.27,-3.14,0.01,0.05,-0.02
SPU3,-0.42,9.23,-3.1,0.01,0.05,-0.02
SPU3,-0.42,9.2,-3.1,0.01,0.05,-0.02
SPU3,-0.42,9.23,-3.14,0.01,0.05,-0.02
SPU3,-0.42,9.35,-3.14,0.01,0.05,-0.02
SPU3,-0.42,9.35,-3.14,-0.0,-0.02,0.0
SPU3,-0.3,9.16,-3.22,-0.0,-0.02,0.0
SPU3,-0.3,9.2,-3.1,-0.0,-0.02,0.0
SPU3,-0.3,9.2,-3.1,-0.0,0.01,-0.01
SPU3,-0.46,9.23,-3.14,-0.0,0.01,-0.01
SPU3,-0.46,9.23,-3.14,-0.0,-0.03,-0.01
SPU3,-0.46,9.23,-3.14,-0.02,-0.03,-0.01
SPU3,-0.46,9.23,-3.14,-0.01,0.01,-0.01
SPU3,-0.46,9.23,-3.14,0.01,0.02,-0.01
SPU3,-0.46,9.23,-3.14,0.01,0.02,-0.02
SPU3,-0.38,9.2,-3.03,0.01,0.02,-0.02
SPU3,-0.57,9.12,-2.84,0.01,0.02,-0.02
SPU3,0.84,9.0,-4.52,0.01,0.02,-0.02
SPU3,0.04,9.5,-3.87,0.01,0.02,-0.02
SPU3,-0.65,9.58,-2.8,0.01,0.02,-0.02
SPU3,-0.61,9.39,-2.68,0.01,0.02,-0.02
SPU3,-0.92,9.23,-2.99,0.01,0.02,-0.02
SPU3,-0.92,9.23,-2.99,-0.11,0.14,-0.08
SPU3,0.73,9.58,-2.95,-0.11,0.14,-0.08
SPU3,-1.3,9.23,-2.8,-0.11,0.14,-0.08
SPU3,-1.3,9.23,-2.8,-0.15,0.02,-0.09
SPU3,-0.46,9.27,-2.72,-0.15,0.02,-0.09
SPU3,0.8,9.2,-2.03,-0.15,0.02,-0.09
SPU3,0.8,9.2,-2.03,-0.23,1.05,-0.28
SPU3,0.8,9.2,-2.03,-0.18,0.81,-0.31
SPU3,0.8,9.2,-2.03,-0.12,0.37,-0.14
SPU3,0.8,9.2,-2.03,-0.13,0.1,-0.09
SPU3,-0.19,9.31,-1.42,-0.13,0.1,-0.09
SPU3,-0.65,9.58,-1.68,-0.13,0.1,-0.09
SPU3,-0.57,9.35,-1.49,-0.13,0.1,-0.09
SPU3,-1.38,9.5,-1.23,-0.13,0.1,-0.09
SPU3,-0.92,9.65,-1.46,-0.13,0.1,-0.09
SPU3,-1.0,9.39,-1.61,-0.13,0.1,-0.09
SPU3,-0.11,9.73,-1.8,-0.13,0.1,-0.09
SPU3,-0.73,9.61,-1.46,-0.13,0.1,-0.09
SPU3,-0.61,9.77,-1.76,-0.13,0.1,-0.09
SPU3,-0.96,9.65,-1.84,-0.13,0.1,-0.09
SPU3,-0.96,9.65,-1.84,0.07,-0.11,0.07
SPU3,-0.96,9.65,-1.84,0.03,0.12,0.1
SPU3,-0.8,9.42,-1.8,0.03,0.12,0.1
SPU3,-0.8,9.42,-1.8,0.03,-0.16,0.07
SPU3,-0.8,9.42,-1.8,-0.01,-0.11,0.09
SPU3,-0.8,9.42,-1.8,0.05,-0.11,0.06
SPU3,-0.8,9.42,-1.8,0.05,-0.05,0.05
SPU3,0.3,9.42,-1.76,0.05,-0.05,0.05
SPU3,0.15,9.27,-1.91,0.05,-0.05,0.05
SPU3,-0.57,9.65,-1.88,0.05,-0.05,0.05
SPU3,-0.15,9.58,-2.03,0.05,-0.05,0.05
SPU3,0.11,9.46,-2.07,0.05,-0.05,0.05
SPU3,-0.08,9.5,-2.18,0.05,-0.05,0.05
SPU3,-0.23,9.5,-2.11,0.05,-0.05,0.05
SPU3,-0.15,9.61,-2.14,0.05,-0.05,0.05
SPU3,0.19,9.31,-2.11,0.05,-0.05,0.05
SPU3,0.23,9.46,-1.99,0.05,-0.05,0.05
SPU3,-0.19,9.46,-2.03,0.05,-0.05,0.05
SPU3,-0.19,9.46,-2.03,0.03,-0.14,0.03
SPU3,0.15,9.42,-2.07,0.03,-0.14,0.03
SPU3,0.15,9.42,-2.07,0.0,0.03,0.0
SPU3,0.15,9.42,-2.07,0.03,0.03,0.01
SPU3,-0.04,9.5,-1.88,0.03,0.03,0.01
SPU3,-0.04,9.5,-1.88,0.01,0.01,-0.02
SPU3,-0.04,9.5,-1.88,0.01,0.1,-0.0
SPU1,-1.51,-9.47,0.88,0.0,0.01,0.01
SPU1,-1.51,-9.47,0.88,-0.03,-0.04,-0.01
SPU1,-1.21,-9.55,0.69,-0.03,-0.04,-0.01
SPU1,-1.21,-9.55,0.69,-0.01,0.11,0.02
SPU1,-1.21,-9.55,0.69,0.0,0.01,0.01
SPU1,-1.74,-9.39,0.8,0.0,0.01,0.01
SPU1,-1.74,-9.39,0.8,-0.03,-0.05,0.02
SPU1,-1.74,-9.39,0.8,0.02,-0.01,0.01
SPU1,-1.74,-9.39,0.8,-0.01,0.06,0.02
SPU1,-1.78,-9.24,0.84,-0.01,0.06,0.02
SPU1,-1.48,-9.28,0.8,-0.01,0.06,0.02
SPU1,-1.4,-9.43,0.73,-0.01,0.06,0.02
SPU1,-1.67,-9.32,0.8,-0.01,0.06,0.02
SPU1,-1.59,-9.32,0.84,-0.01,0.06,0.02
SPU1,-1.55,-9.43,0.84,-0.01,0.06,0.02
SPU1,-1.55,-9.32,0.77,-0.01,0.06,0.02
SPU1,-1.55,-9.32,0.77,-0.01,-0.02,0.0
SPU1,-1.59,-9.43,0.77,-0.01,-0.02,0.0
SPU1,-1.55,-9.39,0.84,-0.01,-0.02,0.0
SPU1,-1.55,-9.39,0.84,0.01,-0.02,0.01
SPU1,-1.63,-9.32,0.8,0.01,-0.02,0.01
SPU1,-1.63,-9.32,0.8,-0.02,-0.02,0.01
SPU1,-1.63,-9.32,0.8,0.01,0.01,0.01
SPU1,-1.63,-9.32,0.8,-0.0,0.03,0.02
SPU1,-1.71,-9.28,0.84,-0.0,0.03,0.02
SPU1,-1.63,-9.28,0.8,-0.0,0.03,0.02
SPU1,-1.67,-9.39,0.8,-0.0,0.03,0.02
SPU1,-1.78,-9.24,0.84,-0.0,0.03,0.02
SPU1,-1.59,-9.32,0.84,-0.0,0.03,0.02
SPU1,-1.74,-9.24,0.84,-0.0,0.03,0.02
SPU1,-1.55,-9.28,0.84,-0.0,0.03,0.02
SPU1,-1.55,-9.28,0.84,0.03,0.02,0.01
SPU1,-1.63,-9.2,0.84,0.03,0.02,0.01
SPU1,-1.63,-9.2,0.84,0.01,-0.04,-0.0
SPU1,-1.63,-9.2,0.84,0.0,0.02,0.01
SPU1,-1.63,-9.32,0.8,0.0,0.02,0.01
SPU1,-1.63,-9.32,0.8,-0.03,-0.01,0.0
SPU1,-1.63,-9.32,0.8,0.0,-0.04,-0.0
SPU1,-1.63,-9.32,0.8,0.01,0.06,0.01
SPU1,-1.71,-9.28,0.84,0.01,0.06,0.01
SPU1,-1.71,-9.24,0.84,0.01,0.06,0.01
SPU1,-1.63,-9.43,0.73,0.01,0.06,0.01
SPU1,-1.67,-9.24,0.84,0.01,0.06,0.01
SPU1,-1.71,-9.32,0.77,0.01,0.06,0.01
SPU1,-1.71,-9.24,0.77,0.01,0.06,0.01
SPU1,-1.74,-9.39,0.8,0.01,0.06,0.01
SPU1,-1.74,-9.39,0.8,0.01,0.01,-0.01
SPU1,-1.74,-9.24,0.8,0.01,0.01,-0.01
SPU1,-1.63,-9.36,0.84,0.01,0.01,-0.01
SPU1,-1.63,-9.36,0.84,0.01,0.02,0.0
SPU1,-1.63,-9.28,0.8,0.01,0.02,0.0
SPU1,-1.63,-9.28,0.8,-0.01,-0.03,-0.01
SPU1,-1.63,-9.28,0.8,0.0,-0.02,-0.01
SPU1,-1.59,-9.39,0.84,0.0,-0.02,-0.01
SPU1,-1.59,-9.39,0.84,-0.01,0.02,0.01
SPU1,-1.67,-9.24,0.8,-0.01,0.02,0.01
SPU1,-1.67,-9.28,0.77,-0.01,0.02,0.01
SPU1,-1.74,-9.36,0.8,-0.01,0.02,0.01
SPU1,-1.71,-9.24,0.92,-0.01,0.02,0.01
SPU1,-1.63,-9.51,0.77,-0.01,0.02,0.01
SPU1,-1.51,-9.2,0.88,-0.01,0.02,0.01
SPU1,-1.67,-9.32,0.8,-0.01,0.02,0.01
SPU1,-1.67,-9.32,0.8,0.02,0.03,0.0
SPU1,-1.74,-9.32,0.84,0.02,0.03,0.0
SPU1,-1.59,-9.28,0.8,0.02,0.03,0.0
SPU1,-1.59,-9.28,0.8,-0.03,-0.05,-0.01
SPU1,-1.59,-9.28,0.8,0.02,-0.07,-0.01
SPU1,-1.59,-9.28,0.8,-0.05,0.02,-0.01
SPU1,-1.59,-9.28,0.8,0.02,-0.03,-0.01
SPU1,-1.55,-9.39,0.8,0.02,-0.03,-0.01
SPU1,-1.86,-9.16,0.84,0.02,-0.03,-0.01
SPU1,-1.59,-9.16,0.77,0.02,-0.03,-0.01
SPU1,-1.59,-9.43,0.8,0.02,-0.03,-0.01
SPU1,-1.63,-9.24,0.73,0.02,-0.03,-0.01
SPU1,-1.67,-9.28,0.8,0.02,-0.03,-0.01
SPU1,-1.67,-9.28,0.8,-0.01,0.0,-0.01
SPU1,-1.67,-9.43,0.77,-0.01,0.0,-0.01
SPU1,-1.67,-9.28,0.77,-0.01,0.0,-0.01
SPU1,-1.67,-9.28,0.77,0.02,0.01,0.0
SPU1,-1.63,-9.2,0.8,0.02,0.01,0.0
SPU1,-1.63,-9.2,0.8,0.02,-0.01,-0.01
SPU1,-1.63,-9.2,0.8,0.01,-0.0,0.0
SPU1,-1.63,-9.2,0.8,-0.02,0.0,0.0
SPU1,-1.63,-9.2,0.8,0.0,-0.01,-0.01
SPU1,-1.63,-9.2,0.8,-0.01,-0.01,-0.0
SPU1,-1.63,-9.36,0.8,-0.01,-0.01,-0.0
SPU1,-1.67,-9.39,0.77,-0.01,-0.01,-0.0
SPU1,-1.59,-9.32,0.8,-0.01,-0.01,-0.0
SPU1,-1.67,-9.36,0.8,-0.01,-0.01,-0.0
SPU1,-1.67,-9.28,0.88,-0.01,-0.01,-0.0
SPU1,-1.55,-9.24,0.84,-0.01,-0.01,-0.0
SPU1,-1.63,-9.39,0.8,-0.01,-0.01,-0.0
SPU1,-1.67,-9.28,0.84,-0.01,-0.01,-0.0
SPU1,-1.67,-9.28,0.84,0.01,0.01,0.0
SPU1,-1.78,-9.28,0.73,0.01,0.01,0.0
SPU1,-1.32,-9.36,0.77,0.01,0.01,0.0
SPU1,-1.32,-9.36,0.77,-0.0,0.07,0.0
SPU1,-1.32,-9.36,0.77,0.02,-0.04,-0.01
SPU1,-1.32,-9.36,0.77,-0.01,0.01,-0.0
SPU1,-1.63,-9.36,0.84,-0.01,0.01,0.0
SPU1,-1.63,-9.28,0.88,-0.01,0.01,0.0
SPU1,-1.67,-9.32,0.88,-0.01,0.01,0.0
SPU1,-1.48,-9.47,0.77,-0.01,0.01,0.0
SPU1,-1.67,-9.32,0.84,-0.01,0.01,0.0
SPU1,-1.51,-9.28,0.84,-0.01,0.01,0.0
SPU1,-1.51,-9.28,0.84,-0.02,-0.01,0.0
SPU1,-1.63,-9.43,0.88,-0.02,-0.01,0.0
SPU1,-1.44,-9.36,0.84,-0.02,-0.01,0.0
SPU1,-1.44,-9.36,0.84,-0.01,-0.03,-0.01
SPU1,-1.44,-9.32,0.8,-0.01,-0.03,-0.01
SPU1,-1.44,-9.32,0.8,0.02,0.02,0.02
SPU1,-1.44,-9.32,0.8,-0.0,0.01,-0.0
SPU1,-1.44,-9.32,0.8,-0.01,-0.0,0.01
SPU1,-1.44,-9.32,0.8,0.03,-0.01,0.0
SPU1,-1.44,-9.32,0.8,-0.01,0.06,0.02
SPU1,-1.59,-9.24,0.88,-0.01,0.06,0.02
SPU1,-1.71,-9.24,0.84,-0.01,0.06,0.02
SPU1,-1.55,-9.36,0.73,-0.01,0.06,0.02
SPU1,-1.48,-9.24,0.77,-0.01,0.06,0.02
SPU1,-1.82,-9.28,0.88,-0.01,0.06,0.02
SPU1,-1.44,-9.39,0.8,-0.01,0.06,0.02
SPU1,-1.51,-9.39,0.73,-0.01,0.06,0.02
SPU1,-1.67,-9.39,0.8,-0.01,0.06,0.02
SPU1,-1.67,-9.39,0.8,0.0,-0.01,-0.01
SPU1,-1.59,-9.28,0.8,0.0,-0.01,-0.01
SPU1,-1.51,-9.39,0.73,0.0,-0.01,-0.01
SPU1,-1.51,-9.39,0.73,-0.0,0.04,0.01
SPU1,-1.51,-9.39,0.73,-0.01,0.02,-0.01
SPU1,-1.51,-9.39,0.73,0.01,0.04,-0.01
SPU1,-1.51,-9.39,0.73,-0.01,-0.08,-0.01
SPU1,-1.63,-9.36,0.77,-0.01,-0.08,-0.01
SPU1,-1.21,-9.43,0.69,-0.01,-0.08,-0.01
SPU1,-1.55,-9.36,0.73,-0.01,-0.08,-0.01
SPU1,-1.86,-9.24,0.8,-0.01,-0.08,-0.01
SPU1,-1.63,-9.28,0.77,-0.01,-0.08,-0.01
SPU1,-1.44,-9.28,0.77,-0.01,-0.08,-0.01
SPU1,-1.44,-9.28,0.77,0.04,-0.04,0.08
SPU1,-1.44,-9.47,0.54,0.04,-0.04,0.08
SPU1,-1.82,-9.32,1.04,0.04,-0.04,0.08
SPU1,-1.82,-9.32,1.04,-0.01,-0.06,-0.0
SPU1,-1.48,-9.36,0.88,-0.01,-0.06,-0.0
SPU1,-1.48,-9.36,0.88,-0.01,0.02,0.01
SPU1,-1.48,-9.36,0.88,0.03,0.01,0.01
SPU1,-1.48,-9.36,0.88,-0.0,0.04,0.02
SPU1,-1.48,-9.36,0.88,-0.03,-0.04,0.01
SPU1,-1.48,-9.36,0.88,0.0,-0.06,-0.0
SPU1,-1.59,-9.36,0.84,0.0,-0.06,-0.0
SPU1,-1.74,-9.28,0.8,0.0,-0.06,-0.0
SPU1,-1.48,-9.86,1.11,0.0,-0.06,-0.0
SPU1,-1.29,-10.77,1.42,0.0,-0.06,-0.0
SPU1,-2.16,-10.39,1.65,0.0,-0.06,-0.0
SPU1,-1.36,-8.74,1.04,0.0,-0.06,-0.0
SPU1,-0.02,-7.25,-0.27,0.0,-0.06,-0.0
SPU1,-2.47,-10.2,0.5,0.0,-0.06,-0.0
SPU1,-2.47,-10.2,0.5,-0.81,-1.08,0.39
SPU1,-0.59,-10.66,-1.42,-0.81,-1.08,0.39
SPU1,-0.86,-9.32,0.61,-0.81,-1.08,0.39
SPU1,-0.86,-9.32,0.61,-0.31,-0.18,0.08
SPU1,-0.86,-9.32,0.61,-0.71,0.43,-0.12
SPU1,-0.86,-9.32,0.61,0.19,-0.28,-0.23
SPU1,-0.86,-9.32,0.61,-0.74,-0.54,-0.39
SPU1,-1.21,-7.52,-1.34,-0.74,-0.54,-0.39
SPU1,-0.06,-9.93,-1.61,-0.74,-0.54,-0.39
SPU1,-2.24,-9.97,-1.72,-0.74,-0.54,-0.39
SPU1,-1.51,-9.13,-1.49,-0.74,-0.54,-0.39
SPU1,-1.59,-9.09,-1.87,-0.74,-0.54,-0.39
SPU1,-1.25,-9.09,-1.87,-0.74,-0.54,-0.39
SPU1,-1.25,-9.09,-1.87,-0.03,-0.21,0.0
